user_id,event_name,event_time,treatment
u100053,signup,2025-02-09T00:00:00,0
u100053,first_deposit,2025-04-20T00:00:00,0
u100054,signup,2025-04-09T00:00:00,0
u100054,activate,2025-04-14T00:00:00,0
u100055,signup,2025-03-31T00:00:00,1
u100055,activate,2025-03-31T00:00:00,1
u100056,signup,2025-01-31T00:00:00,0
u100056,activate,2025-02-04T00:00:00,0
u100057,signup,2025-01-13T00:00:00,0
u100057,activate,2025-01-13T00:00:00,0
u100058,signup,2025-01-14T00:00:00,0
u100058,first_deposit,2025-03-09T00:00:00,0
u100059,signup,2025-01-10T00:00:00,1
u100059,activate,2025-01-16T00:00:00,1
u100059,first_deposit,2025-03-28T00:00:00,1
u100060,signup,2025-03-24T00:00:00,0
u100060,activate,2025-03-24T00:00:00,0
u100061,signup,2025-04-26T00:00:00,1
u100062,signup,2025-01-03T00:00:00,1
u100063,signup,2025-01-28T00:00:00,0
u100063,activate,2025-02-10T00:00:00,0
u100064,signup,2025-02-06T00:00:00,0
u100064,activate,2025-02-12T00:00:00,0
u100065,signup,2025-02-16T00:00:00,0
u100065,activate,2025-02-21T00:00:00,0
u100066,signup,2025-01-29T00:00:00,0
u100066,activate,2025-02-08T00:00:00,0
u100066,first_deposit,2025-03-29T00:00:00,0
u100067,signup,2025-01-17T00:00:00,1
u100067,first_deposit,2025-01-29T00:00:00,1
u100068,signup,2025-01-23T00:00:00,0
u100069,signup,2025-02-05T00:00:00,1
u100069,activate,2025-02-16T00:00:00,1
u100070,signup,2025-01-01T00:00:00,1
u100071,signup,2025-01-29T00:00:00,0
u100071,activate,2025-02-07T00:00:00,0
u100071,first_deposit,2025-02-06T00:00:00,0
u100072,signup,2025-03-27T00:00:00,1
u100073,signup,2025-01-15T00:00:00,0
u100073,activate,2025-01-15T00:00:00,0
u100074,signup,2025-03-08T00:00:00,1
u100074,activate,2025-03-09T00:00:00,1
u100075,signup,2025-01-11T00:00:00,0
u100076,signup,2025-02-12T00:00:00,1
u100076,activate,2025-02-19T00:00:00,1
u100077,signup,2025-03-23T00:00:00,0
u100077,first_deposit,2025-04-18T00:00:00,0
u100078,signup,2025-03-19T00:00:00,1
u100078,activate,2025-03-30T00:00:00,1
u100079,signup,2025-01-04T00:00:00,0
u100079,activate,2025-01-04T00:00:00,0
u100079,first_deposit,2025-01-20T00:00:00,0
u100080,signup,2025-04-11T00:00:00,1
u100080,activate,2025-04-22T00:00:00,1
u100081,signup,2025-04-06T00:00:00,0
u100081,activate,2025-04-17T00:00:00,0
u100081,first_deposit,2025-05-01T00:00:00,0
u100082,signup,2025-03-04T00:00:00,1
u100083,signup,2025-02-09T00:00:00,1
u100083,activate,2025-02-19T00:00:00,1
u100084,signup,2025-04-13T00:00:00,0
u100085,signup,2025-01-06T00:00:00,1
u100085,activate,2025-01-14T00:00:00,1
u100086,signup,2025-01-06T00:00:00,0
u100086,activate,2025-01-07T00:00:00,0
u100087,signup,2025-03-19T00:00:00,1
u100087,first_deposit,2025-05-26T00:00:00,1
u100088,signup,2025-02-24T00:00:00,1
u100088,activate,2025-03-08T00:00:00,1
u100089,signup,2025-02-07T00:00:00,1
u100089,activate,2025-02-13T00:00:00,1
u100090,signup,2025-01-11T00:00:00,1
u100090,activate,2025-01-24T00:00:00,1
u100090,first_deposit,2025-02-10T00:00:00,1
u100091,signup,2025-02-09T00:00:00,1
u100091,activate,2025-02-16T00:00:00,1
u100092,signup,2025-03-02T00:00:00,0
u100092,activate,2025-03-13T00:00:00,0
u100093,signup,2025-03-25T00:00:00,0
u100093,activate,2025-03-31T00:00:00,0
u100093,first_deposit,2025-04-25T00:00:00,0
u100094,signup,2025-01-23T00:00:00,1
u100094,activate,2025-01-29T00:00:00,1
u100095,signup,2025-04-20T00:00:00,1
u100095,activate,2025-05-03T00:00:00,1
u100095,first_deposit,2025-05-22T00:00:00,1
u100096,signup,2025-02-19T00:00:00,0
u100096,activate,2025-03-04T00:00:00,0
u100097,signup,2025-03-28T00:00:00,0
u100098,signup,2025-02-13T00:00:00,0
u100098,activate,2025-02-23T00:00:00,0
u100098,first_deposit,2025-04-20T00:00:00,0
u100099,signup,2025-04-04T00:00:00,0
u100099,activate,2025-04-17T00:00:00,0
u100100,signup,2025-02-12T00:00:00,0
u100100,activate,2025-02-20T00:00:00,0
u100101,signup,2025-01-18T00:00:00,0
u100102,signup,2025-03-24T00:00:00,0
u100102,activate,2025-03-28T00:00:00,0
u100103,signup,2025-01-02T00:00:00,0
u100103,activate,2025-01-04T00:00:00,0
u100104,signup,2025-03-10T00:00:00,0
u100105,signup,2025-01-12T00:00:00,1
u100105,first_deposit,2025-02-22T00:00:00,1
u100106,signup,2025-01-08T00:00:00,1
u100106,activate,2025-01-15T00:00:00,1
u100106,first_deposit,2025-01-14T00:00:00,1
u100107,signup,2025-03-03T00:00:00,1
u100107,first_deposit,2025-03-25T00:00:00,1
u100108,signup,2025-04-25T00:00:00,1
u100109,signup,2025-04-16T00:00:00,0
u100110,signup,2025-03-27T00:00:00,1
u100111,signup,2025-02-01T00:00:00,0
u100112,signup,2025-04-25T00:00:00,0
u100112,activate,2025-04-28T00:00:00,0
u100113,signup,2025-02-02T00:00:00,0
u100114,signup,2025-02-13T00:00:00,1
u100115,signup,2025-02-11T00:00:00,1
u100115,activate,2025-02-14T00:00:00,1
u100116,signup,2025-03-04T00:00:00,1
u100116,activate,2025-03-12T00:00:00,1
u100117,signup,2025-02-12T00:00:00,0
u100117,activate,2025-02-13T00:00:00,0
u100118,signup,2025-03-07T00:00:00,1
u100118,activate,2025-03-20T00:00:00,1
u100119,signup,2025-01-29T00:00:00,0
u100119,first_deposit,2025-03-29T00:00:00,0
u100120,signup,2025-03-24T00:00:00,1
u100120,activate,2025-04-02T00:00:00,1
u100121,signup,2025-02-16T00:00:00,1
u100121,activate,2025-02-24T00:00:00,1
u100122,signup,2025-04-21T00:00:00,0
u100122,activate,2025-04-30T00:00:00,0
u100123,signup,2025-04-01T00:00:00,1
u100123,activate,2025-04-07T00:00:00,1
u100124,signup,2025-02-08T00:00:00,0
u100124,activate,2025-02-17T00:00:00,0
u100125,signup,2025-03-12T00:00:00,0
u100125,activate,2025-03-17T00:00:00,0
u100126,signup,2025-03-29T00:00:00,0
u100126,activate,2025-04-02T00:00:00,0
u100127,signup,2025-01-31T00:00:00,0
u100127,activate,2025-02-11T00:00:00,0
u100128,signup,2025-04-23T00:00:00,1
u100128,first_deposit,2025-06-09T00:00:00,1
u100129,signup,2025-01-28T00:00:00,1
u100129,activate,2025-01-28T00:00:00,1
u100129,first_deposit,2025-02-05T00:00:00,1
u100130,signup,2025-02-03T00:00:00,1
u100131,signup,2025-02-06T00:00:00,0
u100131,activate,2025-02-16T00:00:00,0
u100132,signup,2025-04-10T00:00:00,1
u100132,activate,2025-04-15T00:00:00,1
u100132,first_deposit,2025-05-22T00:00:00,1
u100133,signup,2025-04-18T00:00:00,1
u100133,activate,2025-04-30T00:00:00,1
u100133,first_deposit,2025-06-28T00:00:00,1
u100134,signup,2025-02-19T00:00:00,1
u100134,activate,2025-02-23T00:00:00,1
u100135,signup,2025-03-22T00:00:00,0
u100135,activate,2025-03-22T00:00:00,0
u100136,signup,2025-02-17T00:00:00,0
u100136,activate,2025-02-23T00:00:00,0
u100137,signup,2025-04-23T00:00:00,0
u100138,signup,2025-03-25T00:00:00,1
u100138,activate,2025-03-30T00:00:00,1
u100138,first_deposit,2025-05-01T00:00:00,1
u100139,signup,2025-04-09T00:00:00,1
u100140,signup,2025-04-12T00:00:00,1
u100140,activate,2025-04-22T00:00:00,1
u100141,signup,2025-02-11T00:00:00,1
u100141,activate,2025-02-14T00:00:00,1
u100141,first_deposit,2025-04-02T00:00:00,1
u100142,signup,2025-03-23T00:00:00,0
u100143,signup,2025-02-16T00:00:00,0
u100143,activate,2025-03-01T00:00:00,0
u100144,signup,2025-01-24T00:00:00,1
u100144,activate,2025-02-06T00:00:00,1
u100144,first_deposit,2025-02-25T00:00:00,1
u100145,signup,2025-01-02T00:00:00,0
u100145,activate,2025-01-08T00:00:00,0
u100146,signup,2025-01-28T00:00:00,0
u100147,signup,2025-03-18T00:00:00,0
u100148,signup,2025-01-24T00:00:00,1
u100148,activate,2025-01-29T00:00:00,1
u100149,signup,2025-02-16T00:00:00,0
u100150,signup,2025-01-19T00:00:00,0
u100150,activate,2025-01-23T00:00:00,0
u100150,first_deposit,2025-02-03T00:00:00,0
u100151,signup,2025-02-27T00:00:00,0
u100151,activate,2025-03-07T00:00:00,0
u100152,signup,2025-01-03T00:00:00,0
u100153,signup,2025-03-29T00:00:00,1
u100154,signup,2025-01-04T00:00:00,1
u100154,activate,2025-01-14T00:00:00,1
u100155,signup,2025-04-08T00:00:00,0
u100155,first_deposit,2025-05-05T00:00:00,0
u100156,signup,2025-03-09T00:00:00,0
u100156,activate,2025-03-10T00:00:00,0
u100156,first_deposit,2025-05-05T00:00:00,0
u100157,signup,2025-03-23T00:00:00,0
u100157,activate,2025-04-04T00:00:00,0
u100158,signup,2025-03-21T00:00:00,0
u100158,activate,2025-03-28T00:00:00,0
u100159,signup,2025-02-02T00:00:00,0
u100159,activate,2025-02-02T00:00:00,0
u100160,signup,2025-03-15T00:00:00,1
u100160,activate,2025-03-19T00:00:00,1
u100161,signup,2025-03-31T00:00:00,1
u100161,activate,2025-04-05T00:00:00,1
u100162,signup,2025-01-11T00:00:00,0
u100162,activate,2025-01-18T00:00:00,0
u100163,signup,2025-03-28T00:00:00,1
u100163,activate,2025-04-04T00:00:00,1
u100163,first_deposit,2025-05-11T00:00:00,1
u100164,signup,2025-04-09T00:00:00,1
u100164,first_deposit,2025-06-01T00:00:00,1
u100165,signup,2025-04-16T00:00:00,1
u100165,activate,2025-04-21T00:00:00,1
u100166,signup,2025-01-05T00:00:00,0
u100167,signup,2025-02-20T00:00:00,1
u100167,activate,2025-02-23T00:00:00,1
u100167,first_deposit,2025-04-05T00:00:00,1
u100168,signup,2025-04-25T00:00:00,0
u100168,first_deposit,2025-07-21T00:00:00,0
u100169,signup,2025-02-28T00:00:00,0
u100169,activate,2025-03-10T00:00:00,0
u100170,signup,2025-04-27T00:00:00,1
u100170,activate,2025-04-30T00:00:00,1
u100170,first_deposit,2025-07-10T00:00:00,1
u100171,signup,2025-03-16T00:00:00,1
u100171,first_deposit,2025-03-26T00:00:00,1
u100172,signup,2025-02-06T00:00:00,0
u100172,activate,2025-02-11T00:00:00,0
u100173,signup,2025-04-17T00:00:00,0
u100173,activate,2025-04-21T00:00:00,0
u100174,signup,2025-03-27T00:00:00,1
u100174,activate,2025-04-07T00:00:00,1
u100175,signup,2025-03-19T00:00:00,0
u100175,first_deposit,2025-04-23T00:00:00,0
u100176,signup,2025-02-14T00:00:00,0
u100177,signup,2025-03-06T00:00:00,0
u100177,first_deposit,2025-04-28T00:00:00,0
u100178,signup,2025-03-25T00:00:00,1
u100178,activate,2025-04-02T00:00:00,1
u100178,first_deposit,2025-04-26T00:00:00,1
u100179,signup,2025-03-01T00:00:00,1
u100179,activate,2025-03-01T00:00:00,1
u100180,signup,2025-03-02T00:00:00,1
u100180,activate,2025-03-03T00:00:00,1
u100181,signup,2025-02-08T00:00:00,0
u100181,activate,2025-02-11T00:00:00,0
u100181,first_deposit,2025-03-01T00:00:00,0
u100182,signup,2025-02-05T00:00:00,1
u100182,activate,2025-02-17T00:00:00,1
u100183,signup,2025-02-21T00:00:00,0
u100183,activate,2025-02-25T00:00:00,0
u100184,signup,2025-02-08T00:00:00,0
u100185,signup,2025-01-27T00:00:00,0
u100185,activate,2025-01-27T00:00:00,0
u100186,signup,2025-04-06T00:00:00,0
u100186,activate,2025-04-06T00:00:00,0
u100186,first_deposit,2025-05-29T00:00:00,0
u100187,signup,2025-01-23T00:00:00,1
u100188,signup,2025-01-28T00:00:00,1
u100188,activate,2025-02-01T00:00:00,1
u100189,signup,2025-03-07T00:00:00,1
u100189,activate,2025-03-19T00:00:00,1
u100189,first_deposit,2025-05-06T00:00:00,1
u100190,signup,2025-04-28T00:00:00,1
u100190,activate,2025-05-04T00:00:00,1
u100191,signup,2025-03-11T00:00:00,0
u100191,activate,2025-03-18T00:00:00,0
u100192,signup,2025-01-22T00:00:00,0
u100192,activate,2025-02-01T00:00:00,0
u100193,signup,2025-01-09T00:00:00,1
u100193,activate,2025-01-11T00:00:00,1
u100194,signup,2025-03-27T00:00:00,1
u100194,activate,2025-04-06T00:00:00,1
u100195,signup,2025-04-05T00:00:00,0
u100196,signup,2025-03-30T00:00:00,1
u100196,activate,2025-04-10T00:00:00,1
u100197,signup,2025-01-14T00:00:00,1
u100197,first_deposit,2025-02-12T00:00:00,1
u100198,signup,2025-02-05T00:00:00,0
u100199,signup,2025-04-16T00:00:00,1
u100200,signup,2025-04-10T00:00:00,1
u100201,signup,2025-01-10T00:00:00,0
u100201,activate,2025-01-15T00:00:00,0
u100202,signup,2025-03-13T00:00:00,0
u100202,first_deposit,2025-05-14T00:00:00,0
u100203,signup,2025-01-08T00:00:00,1
u100203,activate,2025-01-11T00:00:00,1
u100203,first_deposit,2025-03-21T00:00:00,1
u100204,signup,2025-04-11T00:00:00,1
u100204,activate,2025-04-19T00:00:00,1
u100205,signup,2025-02-28T00:00:00,0
u100205,activate,2025-03-03T00:00:00,0
u100206,signup,2025-04-08T00:00:00,1
u100207,signup,2025-01-19T00:00:00,0
u100208,signup,2025-01-23T00:00:00,1
u100209,signup,2025-01-13T00:00:00,0
u100209,activate,2025-01-26T00:00:00,0
u100210,signup,2025-02-04T00:00:00,0
u100210,activate,2025-02-04T00:00:00,0
u100211,signup,2025-04-23T00:00:00,1
u100211,first_deposit,2025-05-20T00:00:00,1
u100212,signup,2025-04-27T00:00:00,0
u100212,activate,2025-05-05T00:00:00,0
u100212,first_deposit,2025-05-14T00:00:00,0
u100213,signup,2025-03-29T00:00:00,0
u100213,activate,2025-04-07T00:00:00,0
u100214,signup,2025-02-19T00:00:00,1
u100214,activate,2025-02-28T00:00:00,1
u100215,signup,2025-03-08T00:00:00,1
u100216,signup,2025-03-19T00:00:00,0
u100216,first_deposit,2025-05-06T00:00:00,0
u100217,signup,2025-03-19T00:00:00,0
u100217,activate,2025-03-25T00:00:00,0
u100218,signup,2025-03-31T00:00:00,0
u100218,first_deposit,2025-05-09T00:00:00,0
u100219,signup,2025-04-03T00:00:00,0
u100220,signup,2025-03-23T00:00:00,1
u100220,activate,2025-04-02T00:00:00,1
u100221,signup,2025-02-27T00:00:00,1
u100221,activate,2025-03-09T00:00:00,1
u100222,signup,2025-02-06T00:00:00,1
u100223,signup,2025-03-30T00:00:00,1
u100223,activate,2025-04-05T00:00:00,1
u100224,signup,2025-01-24T00:00:00,1
u100225,signup,2025-03-08T00:00:00,0
u100225,activate,2025-03-09T00:00:00,0
u100226,signup,2025-02-15T00:00:00,0
u100226,activate,2025-02-23T00:00:00,0
u100227,signup,2025-03-17T00:00:00,1
u100227,first_deposit,2025-04-13T00:00:00,1
u100228,signup,2025-04-26T00:00:00,1
u100229,signup,2025-03-21T00:00:00,1
u100229,first_deposit,2025-05-16T00:00:00,1
u100230,signup,2025-04-03T00:00:00,0
u100230,first_deposit,2025-04-18T00:00:00,0
u100231,signup,2025-02-26T00:00:00,0
u100231,first_deposit,2025-03-17T00:00:00,0
u100232,signup,2025-03-04T00:00:00,1
u100233,signup,2025-01-21T00:00:00,0
u100233,first_deposit,2025-02-05T00:00:00,0
u100234,signup,2025-04-08T00:00:00,0
u100234,activate,2025-04-21T00:00:00,0
u100235,signup,2025-01-31T00:00:00,0
u100235,activate,2025-02-08T00:00:00,0
u100235,first_deposit,2025-04-01T00:00:00,0
u100236,signup,2025-04-08T00:00:00,1
u100236,activate,2025-04-20T00:00:00,1
u100237,signup,2025-02-12T00:00:00,0
u100238,signup,2025-02-19T00:00:00,0
u100238,activate,2025-02-26T00:00:00,0
u100239,signup,2025-03-06T00:00:00,0
u100239,activate,2025-03-10T00:00:00,0
u100240,signup,2025-03-10T00:00:00,0
u100241,signup,2025-04-25T00:00:00,1
u100241,activate,2025-04-25T00:00:00,1
u100242,signup,2025-01-06T00:00:00,1
u100242,activate,2025-01-09T00:00:00,1
u100242,first_deposit,2025-02-14T00:00:00,1
u100243,signup,2025-01-12T00:00:00,0
u100243,activate,2025-01-12T00:00:00,0
u100244,signup,2025-04-04T00:00:00,0
u100245,signup,2025-04-05T00:00:00,0
u100246,signup,2025-01-07T00:00:00,0
u100246,activate,2025-01-07T00:00:00,0
u100247,signup,2025-01-16T00:00:00,1
u100248,signup,2025-03-06T00:00:00,1
u100249,signup,2025-01-01T00:00:00,0
u100249,activate,2025-01-14T00:00:00,0
u100249,first_deposit,2025-03-03T00:00:00,0
u100250,signup,2025-03-18T00:00:00,0
u100250,activate,2025-03-30T00:00:00,0
u100251,signup,2025-02-02T00:00:00,1
u100251,activate,2025-02-15T00:00:00,1
u100252,signup,2025-02-05T00:00:00,0
u100253,signup,2025-04-04T00:00:00,0
u100253,activate,2025-04-05T00:00:00,0
u100254,signup,2025-01-26T00:00:00,0
u100254,first_deposit,2025-03-29T00:00:00,0
u100255,signup,2025-03-20T00:00:00,1
u100255,activate,2025-03-28T00:00:00,1
u100256,signup,2025-02-16T00:00:00,0
u100257,signup,2025-03-26T00:00:00,1
u100257,first_deposit,2025-05-28T00:00:00,1
u100258,signup,2025-03-04T00:00:00,1
u100259,signup,2025-04-04T00:00:00,0
u100260,signup,2025-04-04T00:00:00,0
u100260,activate,2025-04-09T00:00:00,0
u100261,signup,2025-04-15T00:00:00,1
u100261,activate,2025-04-15T00:00:00,1
u100262,signup,2025-02-08T00:00:00,1
u100263,signup,2025-03-06T00:00:00,1
u100263,activate,2025-03-15T00:00:00,1
u100264,signup,2025-02-20T00:00:00,0
u100265,signup,2025-04-24T00:00:00,0
u100265,activate,2025-04-26T00:00:00,0
u100266,signup,2025-04-04T00:00:00,1
u100266,activate,2025-04-06T00:00:00,1
u100267,signup,2025-02-19T00:00:00,1
u100267,activate,2025-02-26T00:00:00,1
u100267,first_deposit,2025-04-12T00:00:00,1
u100268,signup,2025-02-02T00:00:00,1
u100269,signup,2025-03-22T00:00:00,1
u100269,first_deposit,2025-05-16T00:00:00,1
u100270,signup,2025-01-24T00:00:00,1
u100270,activate,2025-01-24T00:00:00,1
u100271,signup,2025-03-22T00:00:00,0
u100272,signup,2025-01-01T00:00:00,1
u100272,activate,2025-01-04T00:00:00,1
u100273,signup,2025-02-23T00:00:00,1
u100273,activate,2025-02-26T00:00:00,1
u100274,signup,2025-03-30T00:00:00,1
u100274,first_deposit,2025-05-07T00:00:00,1
u100275,signup,2025-03-21T00:00:00,1
u100276,signup,2025-02-02T00:00:00,0
u100276,activate,2025-02-09T00:00:00,0
u100277,signup,2025-01-29T00:00:00,1
u100278,signup,2025-01-21T00:00:00,0
u100278,activate,2025-01-30T00:00:00,0
u100278,first_deposit,2025-03-22T00:00:00,0
u100279,signup,2025-04-21T00:00:00,0
u100279,activate,2025-04-27T00:00:00,0
u100280,signup,2025-01-24T00:00:00,0
u100280,activate,2025-01-27T00:00:00,0
u100281,signup,2025-04-24T00:00:00,1
u100281,activate,2025-04-28T00:00:00,1
u100282,signup,2025-01-09T00:00:00,1
u100282,first_deposit,2025-02-18T00:00:00,1
u100283,signup,2025-02-26T00:00:00,0
u100284,signup,2025-04-10T00:00:00,1
u100285,signup,2025-03-28T00:00:00,1
u100286,signup,2025-04-04T00:00:00,0
u100287,signup,2025-01-04T00:00:00,1
u100287,activate,2025-01-07T00:00:00,1
u100288,signup,2025-02-02T00:00:00,0
u100288,activate,2025-02-03T00:00:00,0
u100289,signup,2025-01-12T00:00:00,0
u100290,signup,2025-02-08T00:00:00,1
u100290,activate,2025-02-16T00:00:00,1
u100291,signup,2025-02-01T00:00:00,0
u100292,signup,2025-04-15T00:00:00,1
u100292,activate,2025-04-24T00:00:00,1
u100293,signup,2025-03-24T00:00:00,0
u100294,signup,2025-04-29T00:00:00,0
u100295,signup,2025-01-31T00:00:00,1
u100295,activate,2025-02-06T00:00:00,1
u100295,first_deposit,2025-03-14T00:00:00,1
u100296,signup,2025-02-05T00:00:00,1
u100297,signup,2025-02-22T00:00:00,1
u100297,first_deposit,2025-03-29T00:00:00,1
u100298,signup,2025-03-03T00:00:00,0
u100299,signup,2025-04-03T00:00:00,0
u100299,activate,2025-04-14T00:00:00,0
u100299,first_deposit,2025-04-29T00:00:00,0
u100300,signup,2025-03-28T00:00:00,0
u100301,signup,2025-02-13T00:00:00,0
u100301,activate,2025-02-16T00:00:00,0
u100302,signup,2025-04-27T00:00:00,0
u100302,activate,2025-05-01T00:00:00,0
u100302,first_deposit,2025-07-16T00:00:00,0
u100303,signup,2025-01-27T00:00:00,0
u100303,first_deposit,2025-03-07T00:00:00,0
u100304,signup,2025-01-20T00:00:00,0
u100304,first_deposit,2025-02-08T00:00:00,0
u100305,signup,2025-03-10T00:00:00,0
u100305,activate,2025-03-18T00:00:00,0
u100305,first_deposit,2025-04-19T00:00:00,0
u100306,signup,2025-04-21T00:00:00,1
u100306,activate,2025-05-02T00:00:00,1
u100307,signup,2025-02-04T00:00:00,0
u100307,activate,2025-02-07T00:00:00,0
u100308,signup,2025-01-09T00:00:00,0
u100308,activate,2025-01-18T00:00:00,0
u100309,signup,2025-03-19T00:00:00,0
u100309,activate,2025-03-29T00:00:00,0
u100309,first_deposit,2025-03-20T00:00:00,0
u100310,signup,2025-01-31T00:00:00,1
u100310,activate,2025-02-10T00:00:00,1
u100311,signup,2025-01-31T00:00:00,1
u100311,activate,2025-02-05T00:00:00,1
u100312,signup,2025-01-10T00:00:00,0
u100313,signup,2025-04-20T00:00:00,1
u100313,activate,2025-04-27T00:00:00,1
u100313,first_deposit,2025-05-07T00:00:00,1
u100314,signup,2025-01-26T00:00:00,0
u100314,activate,2025-02-06T00:00:00,0
u100314,first_deposit,2025-02-10T00:00:00,0
u100315,signup,2025-02-25T00:00:00,1
u100316,signup,2025-03-02T00:00:00,0
u100316,activate,2025-03-14T00:00:00,0
u100317,signup,2025-04-06T00:00:00,1
u100318,signup,2025-03-11T00:00:00,0
u100319,signup,2025-04-15T00:00:00,1
u100319,first_deposit,2025-05-20T00:00:00,1
u100320,signup,2025-01-07T00:00:00,1
u100321,signup,2025-03-12T00:00:00,1
u100321,first_deposit,2025-04-11T00:00:00,1
u100322,signup,2025-03-02T00:00:00,0
u100322,activate,2025-03-06T00:00:00,0
u100323,signup,2025-04-30T00:00:00,0
u100323,activate,2025-05-09T00:00:00,0
u100324,signup,2025-03-29T00:00:00,1
u100324,activate,2025-04-08T00:00:00,1
u100325,signup,2025-03-25T00:00:00,1
u100325,activate,2025-04-07T00:00:00,1
u100326,signup,2025-01-30T00:00:00,1
u100326,activate,2025-02-06T00:00:00,1
u100327,signup,2025-01-09T00:00:00,0
u100327,activate,2025-01-15T00:00:00,0
u100328,signup,2025-04-27T00:00:00,1
u100328,activate,2025-04-29T00:00:00,1
u100329,signup,2025-03-16T00:00:00,0
u100330,signup,2025-04-18T00:00:00,0
u100330,activate,2025-04-27T00:00:00,0
u100331,signup,2025-02-24T00:00:00,1
u100331,activate,2025-03-01T00:00:00,1
u100332,signup,2025-04-12T00:00:00,0
